Attaching to worker
[36mworker           |[0m 2022-02-02T16:05:24.479Z	INFO	worker/main.go:68	s3 storage configured	{"endpoint": "https://na-storage-1.transcoder.odysee.com"}
[36mworker           |[0m 2022-02-02T16:42:43.217Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "af0eaab3", "percent": 35, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:42:43.948Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "3b7477bf", "percent": 100, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:42:45.215Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "e10a801b", "percent": 20, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:42:45.400Z	INFO	manager	manager/request.go:147	stream downloaded	{"url": "create-a-crisis,-bring-in-the-great#fe416f8b1d1a7cf07a8239059e74448a019cb3dd", "rate": 2209123, "size": 173647547, "seconds_spent": 78}
[36mworker           |[0m 2022-02-02T16:42:45.401Z	INFO	tower.worker	tower/pipeline.go:140	pipeline stage done	{"ref": "823c3ed0", "stage": "downloading"}
[36mworker           |[0m 2022-02-02T16:42:45.401Z	INFO	tower.worker	tower/pipeline.go:155	pipeline stage started	{"ref": "823c3ed0", "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:42:45.637Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "ef0e5afc", "percent": 50, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:42:45.794Z	INFO	manager	manager/request.go:147	stream downloaded	{"url": "blmwarmup#247345c256f3305ed8cf8731068fbc7ea01cc013", "rate": 1514587, "size": 146908275, "seconds_spent": 96}
[36mworker           |[0m 2022-02-02T16:42:45.795Z	INFO	tower.worker	tower/pipeline.go:140	pipeline stage done	{"ref": "9996e0ec", "stage": "downloading"}
[36mworker           |[0m 2022-02-02T16:42:45.795Z	INFO	tower.worker	tower/pipeline.go:155	pipeline stage started	{"ref": "9996e0ec", "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:42:46.426Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "e9fa4ca5", "percent": 35, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:42:46.810Z	INFO	manager	manager/request.go:147	stream downloaded	{"url": "BIG-NEWS--Scott-Moe-says-he-will-soon-end-vaccine-passports-in-SK#264915ef6b3cce18ba6d6aa9de1988498fa3a7ff", "rate": 2880057, "size": 213152226, "seconds_spent": 74}
[36mworker           |[0m 2022-02-02T16:42:46.810Z	INFO	tower.worker	tower/pipeline.go:140	pipeline stage done	{"ref": "6912db7e", "stage": "downloading"}
[36mworker           |[0m 2022-02-02T16:42:46.810Z	INFO	tower.worker	tower/pipeline.go:155	pipeline stage started	{"ref": "6912db7e", "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:42:46.913Z	INFO	tower.worker	tower/pipeline.go:199	pipeline stage done	{"ref": "3b7477bf", "stage": "encoding", "stream": {"Path":"/storage/transcoded/3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a","Manifest":{"URL":"rebelion-presents-acid-reign#ed489429779de1963672667cd699f485d44dbf80","ChannelURL":"lbry://@dirtyworkz:0","SDHash":"3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a","Size":30695436,"Checksum":"6226892f2c86f06b73d18d8c11f66d14bcc7d5c5ade934dd0565520d","Ladder":{"Args":{"crf":"23","force_key_frames":"expr:gte(t,n_forced*2)","hls_time":"6","preset":"veryfast","profile:v":"main","refs":"1","sws_flags":"bilinear"},"Tiers":[{"Definition":"1080p","Height":1080,"Width":1920,"VideoBitrate":3500000,"AudioBitrate":"160k","Framerate":0,"BitrateCutoff":0},{"Definition":"720p","Height":720,"Width":1280,"VideoBitrate":2500000,"AudioBitrate":"128k","Framerate":0,"BitrateCutoff":0},{"Definition":"360p","Height":360,"Width":640,"VideoBitrate":500000,"AudioBitrate":"96k","Framerate":0,"BitrateCutoff":0},{"Definition":"144p","Height":144,"Width":256,"VideoBitrate":100000,"AudioBitrate":"64k","Framerate":15,"BitrateCutoff":0}]}}}}
[36mworker           |[0m 2022-02-02T16:42:46.913Z	INFO	tower.worker	tower/pipeline.go:204	pipeline stage started	{"ref": "3b7477bf", "stage": "uploading"}
[36mworker           |[0m 2022-02-02T16:42:46.914Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/.manifest", "ctype": "text/plain", "size": 887, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:47.066Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/master.m3u8", "ctype": "application/x-mpegurl", "size": 404, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:47.153Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v0.m3u8", "ctype": "application/x-mpegurl", "size": 397, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:47.233Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v0_s000000.ts", "ctype": "video/mp2t", "size": 2410724, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:47.268Z	DEBUG	formats	ladder/ladder.go:55	tier definition higher than stream	{"tier": 1080, "height": 720}
[36mworker           |[0m 2022-02-02T16:42:47.268Z	DEBUG	formats	ladder/ladder.go:74	ladder built	{"tiers": [{"Definition":"720p","Height":720,"Width":1280,"VideoBitrate":2500000,"AudioBitrate":"128k","Framerate":0,"BitrateCutoff":0},{"Definition":"360p","Height":360,"Width":640,"VideoBitrate":500000,"AudioBitrate":"96k","Framerate":0,"BitrateCutoff":0},{"Definition":"144p","Height":144,"Width":256,"VideoBitrate":100000,"AudioBitrate":"64k","Framerate":15,"BitrateCutoff":0}]}
[36mworker           |[0m 2022-02-02T16:42:47.269Z	INFO	tower.worker	encoder/encoder.go:153	starting transcoding	{"args": "-crf 23 -c:a aac -hls_playlist_type vod -master_pl_name master.m3u8 -sws_flags bilinear -refs 1 -c:v libx264 -f hls -hls_time 6 -hls_flags independent_segments -hls_segment_filename v%v_s%06d.ts -var_stream_map v:0,a:0 v:1,a:1 v:2,a:2  -force_key_frames expr:gte(t,n_forced*2) -sc_threshold 0 -pix_fmt yuv420p -ac 2 -ar 44100 -profile:v main -preset veryfast -strftime_mkdir 1 -map v:0 -filter:v:0 scale=-2:720 -maxrate:0 2500000 -bufsize:0 2500000 -g:0 60 -map a:0 -b:0 128k -map v:0 -filter:v:1 scale=-2:360 -maxrate:1 500000 -bufsize:1 500000 -g:1 60 -map a:0 -b:1 96k -map v:0 -filter:v:2 scale=-2:144 -maxrate:2 100000 -bufsize:2 100000 -r:2 15 -g:2 30 -map a:0 -b:2 64k", "media_duration": "644.438000", "media_bitrate": "1823707", "media_width": 1280, "media_height": 720, "input": "/storage/streams/9996e0ec387cb08916dba4c3607ea4edacc0e9f2d30c3fae9ec3dcedea9a5eda18093e9e1f6b1db4a0fbd77aba5f3ade", "output": "/storage/transcoded/9996e0ec387cb08916dba4c3607ea4edacc0e9f2d30c3fae9ec3dcedea9a5eda18093e9e1f6b1db4a0fbd77aba5f3ade"}
[36mworker           |[0m 2022-02-02T16:42:47.473Z	DEBUG	formats	ladder/ladder.go:74	ladder built	{"tiers": [{"Definition":"1080p","Height":1080,"Width":1920,"VideoBitrate":3500000,"AudioBitrate":"160k","Framerate":0,"BitrateCutoff":0},{"Definition":"720p","Height":720,"Width":1280,"VideoBitrate":2500000,"AudioBitrate":"128k","Framerate":0,"BitrateCutoff":0},{"Definition":"360p","Height":360,"Width":640,"VideoBitrate":500000,"AudioBitrate":"96k","Framerate":0,"BitrateCutoff":0},{"Definition":"144p","Height":144,"Width":256,"VideoBitrate":100000,"AudioBitrate":"64k","Framerate":15,"BitrateCutoff":0}]}
[36mworker           |[0m 2022-02-02T16:42:47.475Z	INFO	tower.worker	encoder/encoder.go:153	starting transcoding	{"args": "-crf 23 -c:a aac -hls_playlist_type vod -master_pl_name master.m3u8 -var_stream_map v:0,a:0 v:1,a:1 v:2,a:2 v:3,a:3  -sws_flags bilinear -refs 1 -c:v libx264 -f hls -hls_time 6 -hls_flags independent_segments -hls_segment_filename v%v_s%06d.ts -force_key_frames expr:gte(t,n_forced*2) -sc_threshold 0 -pix_fmt yuv420p -ac 2 -ar 44100 -profile:v main -preset veryfast -strftime_mkdir 1 -map v:0 -filter:v:0 scale=-2:1080 -maxrate:0 3500000 -bufsize:0 3500000 -g:0 60 -map a:0 -b:0 160k -map v:0 -filter:v:1 scale=-2:720 -maxrate:1 2500000 -bufsize:1 2500000 -g:1 60 -map a:0 -b:1 128k -map v:0 -filter:v:2 scale=-2:360 -maxrate:2 500000 -bufsize:2 500000 -g:2 60 -map a:0 -b:2 96k -map v:0 -filter:v:3 scale=-2:144 -maxrate:3 100000 -bufsize:3 100000 -r:3 15 -g:3 30 -map a:0 -b:3 64k", "media_duration": "875.462000", "media_bitrate": "1586796", "media_width": 1920, "media_height": 1080, "input": "/storage/streams/823c3ed04c53b30bbe380dfe19ecffdc5f79a306bd4580b692df500f0244a6d445c9eec7d2e962216ab31c22f117df48", "output": "/storage/transcoded/823c3ed04c53b30bbe380dfe19ecffdc5f79a306bd4580b692df500f0244a6d445c9eec7d2e962216ab31c22f117df48"}
[36mworker           |[0m 2022-02-02T16:42:48.143Z	DEBUG	formats	ladder/ladder.go:74	ladder built	{"tiers": [{"Definition":"1080p","Height":1080,"Width":1920,"VideoBitrate":3500000,"AudioBitrate":"160k","Framerate":0,"BitrateCutoff":0},{"Definition":"720p","Height":720,"Width":1280,"VideoBitrate":2500000,"AudioBitrate":"128k","Framerate":0,"BitrateCutoff":0},{"Definition":"360p","Height":360,"Width":640,"VideoBitrate":500000,"AudioBitrate":"96k","Framerate":0,"BitrateCutoff":0},{"Definition":"144p","Height":144,"Width":256,"VideoBitrate":100000,"AudioBitrate":"64k","Framerate":15,"BitrateCutoff":0}]}
[36mworker           |[0m 2022-02-02T16:42:48.143Z	INFO	tower.worker	encoder/encoder.go:153	starting transcoding	{"args": "-sc_threshold 0 -pix_fmt yuv420p -ac 2 -ar 44100 -profile:v main -preset veryfast -strftime_mkdir 1 -crf 23 -c:a aac -hls_playlist_type vod -master_pl_name master.m3u8 -refs 1 -c:v libx264 -f hls -hls_time 6 -hls_flags independent_segments -hls_segment_filename v%v_s%06d.ts -var_stream_map v:0,a:0 v:1,a:1 v:2,a:2 v:3,a:3  -sws_flags bilinear -force_key_frames expr:gte(t,n_forced*2) -map v:0 -filter:v:0 scale=-2:1080 -maxrate:0 3500000 -bufsize:0 3500000 -g:0 60 -map a:0 -b:0 160k -map v:0 -filter:v:1 scale=-2:720 -maxrate:1 2500000 -bufsize:1 2500000 -g:1 60 -map a:0 -b:1 128k -map v:0 -filter:v:2 scale=-2:360 -maxrate:2 500000 -bufsize:2 500000 -g:2 60 -map a:0 -b:2 96k -map v:0 -filter:v:3 scale=-2:144 -maxrate:3 100000 -bufsize:3 100000 -r:3 15 -g:3 30 -map a:0 -b:3 64k", "media_duration": "534.208000", "media_bitrate": "3192048", "media_width": 1920, "media_height": 1080, "input": "/storage/streams/6912db7ed789b718a4aa2d15a3fa3d2cad20606087da9eea8678be12bcca67dd24b2cfc9ac3459389aa1cbca17c8de52", "output": "/storage/transcoded/6912db7ed789b718a4aa2d15a3fa3d2cad20606087da9eea8678be12bcca67dd24b2cfc9ac3459389aa1cbca17c8de52"}
[36mworker           |[0m 2022-02-02T16:42:48.311Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v0_s000001.ts", "ctype": "video/mp2t", "size": 2241712, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:48.493Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "6213182e", "percent": 25, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:42:48.658Z	INFO	manager	manager/request.go:147	stream downloaded	{"url": "the-most-intense-tingue-fluttering#1c200969415a299f771cc744813d47a2dd1a84f9", "rate": 2067262, "size": 201915616, "seconds_spent": 97}
[36mworker           |[0m 2022-02-02T16:42:48.658Z	INFO	tower.worker	tower/pipeline.go:140	pipeline stage done	{"ref": "60e5ee05", "stage": "downloading"}
[36mworker           |[0m 2022-02-02T16:42:48.659Z	INFO	tower.worker	tower/pipeline.go:155	pipeline stage started	{"ref": "60e5ee05", "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:42:49.047Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "f0febab1", "percent": 10, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:42:49.516Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v0_s000002.ts", "ctype": "video/mp2t", "size": 2301684, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:50.189Z	DEBUG	formats	ladder/ladder.go:74	ladder built	{"tiers": [{"Definition":"1080p","Height":1080,"Width":1920,"VideoBitrate":3500000,"AudioBitrate":"160k","Framerate":0,"BitrateCutoff":0},{"Definition":"720p","Height":720,"Width":1280,"VideoBitrate":2500000,"AudioBitrate":"128k","Framerate":0,"BitrateCutoff":0},{"Definition":"360p","Height":360,"Width":640,"VideoBitrate":500000,"AudioBitrate":"96k","Framerate":0,"BitrateCutoff":0},{"Definition":"144p","Height":144,"Width":256,"VideoBitrate":100000,"AudioBitrate":"64k","Framerate":15,"BitrateCutoff":0}]}
[36mworker           |[0m 2022-02-02T16:42:50.189Z	INFO	tower.worker	encoder/encoder.go:153	starting transcoding	{"args": "-hls_flags independent_segments -hls_segment_filename v%v_s%06d.ts -var_stream_map v:0,a:0 v:1,a:1 v:2,a:2 v:3,a:3  -sws_flags bilinear -refs 1 -c:v libx264 -f hls -hls_time 6 -force_key_frames expr:gte(t,n_forced*2) -ar 44100 -profile:v main -sc_threshold 0 -pix_fmt yuv420p -ac 2 -preset veryfast -strftime_mkdir 1 -master_pl_name master.m3u8 -crf 23 -c:a aac -hls_playlist_type vod -map v:0 -filter:v:0 scale=-2:1080 -maxrate:0 3500000 -bufsize:0 3500000 -g:0 60 -map a:0 -b:0 160k -map v:0 -filter:v:1 scale=-2:720 -maxrate:1 2500000 -bufsize:1 2500000 -g:1 60 -map a:0 -b:1 128k -map v:0 -filter:v:2 scale=-2:360 -maxrate:2 500000 -bufsize:2 500000 -g:2 60 -map a:0 -b:2 96k -map v:0 -filter:v:3 scale=-2:144 -maxrate:3 100000 -bufsize:3 100000 -r:3 15 -g:3 30 -map a:0 -b:3 64k", "media_duration": "729.270000", "media_bitrate": "2214988", "media_width": 1920, "media_height": 1080, "input": "/storage/streams/60e5ee058752ac62261f75ca3ba83a093ad3908b536f7eab3882f09be626777b4c2ca4461cab8044e5bd845bef582725", "output": "/storage/transcoded/60e5ee058752ac62261f75ca3ba83a093ad3908b536f7eab3882f09be626777b4c2ca4461cab8044e5bd845bef582725"}
[36mworker           |[0m 2022-02-02T16:42:50.631Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v0_s000003.ts", "ctype": "video/mp2t", "size": 2447948, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:51.803Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v0_s000004.ts", "ctype": "video/mp2t", "size": 2825076, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:53.501Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v0_s000005.ts", "ctype": "video/mp2t", "size": 2795372, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:54.135Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "07f40192", "percent": 30, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:42:54.915Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v0_s000006.ts", "ctype": "video/mp2t", "size": 2362220, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:55.846Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "ef0e5afc", "percent": 55, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:42:56.073Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v0_s000007.ts", "ctype": "video/mp2t", "size": 1071036, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:56.159Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v1.m3u8", "ctype": "application/x-mpegurl", "size": 397, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:56.182Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v1_s000000.ts", "ctype": "video/mp2t", "size": 406080, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:56.209Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v1_s000001.ts", "ctype": "video/mp2t", "size": 392168, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:56.252Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v1_s000002.ts", "ctype": "video/mp2t", "size": 394800, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:56.349Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v1_s000003.ts", "ctype": "video/mp2t", "size": 399312, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:56.406Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v1_s000004.ts", "ctype": "video/mp2t", "size": 423376, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:56.466Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v1_s000005.ts", "ctype": "video/mp2t", "size": 464548, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:56.525Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "81d7367a", "percent": 30, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:42:56.585Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v1_s000006.ts", "ctype": "video/mp2t", "size": 361524, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:56.630Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "af0eaab3", "percent": 40, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:42:56.635Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v1_s000007.ts", "ctype": "video/mp2t", "size": 191760, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:56.670Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v2.m3u8", "ctype": "application/x-mpegurl", "size": 397, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:56.700Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v2_s000000.ts", "ctype": "video/mp2t", "size": 952220, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:56.782Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v2_s000001.ts", "ctype": "video/mp2t", "size": 865552, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:56.866Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v2_s000002.ts", "ctype": "video/mp2t", "size": 668340, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:56.927Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v2_s000003.ts", "ctype": "video/mp2t", "size": 780576, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:56.963Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v2_s000004.ts", "ctype": "video/mp2t", "size": 1174624, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:57.068Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v2_s000005.ts", "ctype": "video/mp2t", "size": 1326340, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:57.183Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v2_s000006.ts", "ctype": "video/mp2t", "size": 1032684, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:57.259Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v2_s000007.ts", "ctype": "video/mp2t", "size": 233684, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:57.312Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v3.m3u8", "ctype": "application/x-mpegurl", "size": 397, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:57.358Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v3_s000000.ts", "ctype": "video/mp2t", "size": 249852, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:57.434Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v3_s000001.ts", "ctype": "video/mp2t", "size": 242144, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:57.472Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v3_s000002.ts", "ctype": "video/mp2t", "size": 221088, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:57.500Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v3_s000003.ts", "ctype": "video/mp2t", "size": 225224, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:57.537Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v3_s000004.ts", "ctype": "video/mp2t", "size": 366036, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:57.586Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v3_s000005.ts", "ctype": "video/mp2t", "size": 434280, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:57.629Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v3_s000006.ts", "ctype": "video/mp2t", "size": 336896, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:57.655Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "3b7477bf8ed4e25243fe87fb885a0848cc6d7edb2e13df4c0f2be510df63601881636b252c8ebf403ec41d1214e6e56a/v3_s000007.ts", "ctype": "video/mp2t", "size": 94564, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:42:57.723Z	INFO	tower.worker	tower/pipeline.go:222	pipeline stage done	{"ref": "3b7477bf", "stage": "uploading"}
[36mworker           |[0m 2022-02-02T16:42:57.765Z	INFO	tower.worker	tower/worker.go:166	task received	{"type": "stream:transcode"}
[36mworker           |[0m 2022-02-02T16:42:57.765Z	INFO	tower.worker	tower/pipeline.go:129	pipeline stage started	{"ref": "6468e08e", "stage": "downloading"}
[36mworker           |[0m 2022-02-02T16:42:58.047Z	INFO	manager	manager/request.go:117	downloading stream	{"url": "Hunter-Biden-PANIC-Phone-Call-Audio#11d88d13924f3ab3104e6ee60cf9af81bb30c7e3"}
[36mworker           |[0m 2022-02-02T16:42:58.392Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "03d8596b", "percent": 5, "stage": "encoding"}
